Generation,Current Average,Current High,Size,TurnLim,Mutations,newseedfreq,Inequity,oldvsnew,percChild,Score To Beat
127320,-23.525,11,11,150,45,0,10.0,0.05,0.2,22
127350,-23.4,11,11,150,45,0,10.0,0.05,0.2,22
127380,-12.775,11,11,150,45,0,10.0,0.05,0.2,22
127410,-15.25,11,11,150,45,0,10.0,0.05,0.2,22
127440,-3.025,11,11,150,45,0,10.0,0.05,0.2,22
127470,-22.65,11,11,150,45,0,10.0,0.05,0.2,22
127500,-14.35,11,11,150,45,0,10.0,0.05,0.2,22
127530,-32.375,11,11,150,45,0,10.0,0.05,0.2,22
127560,-28.1,11,11,150,45,0,10.0,0.05,0.2,22
127590,-29.675,11,11,150,45,0,10.0,0.05,0.2,22
127620,-10.35,11,11,150,45,0,10.0,0.05,0.2,22
127650,-38.35,11,11,150,45,0,10.0,0.05,0.2,22
127680,-13.8,11,11,150,45,0,10.0,0.05,0.2,22
127710,-12.925,11,11,150,45,0,10.0,0.05,0.2,22
127740,-6.675,11,11,150,45,0,10.0,0.05,0.2,22
127770,-34.35,11,11,150,45,0,10.0,0.05,0.2,22
127800,-10.675,11,11,150,45,0,10.0,0.05,0.2,22
127830,-26.325,11,11,150,45,0,10.0,0.05,0.2,22
127860,-53.0,11,11,150,45,0,10.0,0.05,0.2,22
127890,-30.2,11,11,150,45,0,10.0,0.05,0.2,22
127920,-12.075,11,11,150,45,0,10.0,0.05,0.2,22
127950,-1.925,11,11,150,45,0,10.0,0.05,0.2,22
127980,-34.725,11,11,150,45,0,10.0,0.05,0.2,22
128010,-17.725,11,11,150,45,0,10.0,0.05,0.2,22
128040,-6.8,11,11,150,45,0,10.0,0.05,0.2,22
128070,-29.65,11,11,150,45,0,10.0,0.05,0.2,22
128100,-16.025,11,11,150,45,0,10.0,0.05,0.2,22
128130,-28.875,11,11,150,45,0,10.0,0.05,0.2,22
128160,-23.825,11,11,150,45,0,10.0,0.05,0.2,22
128190,-33.0,11,11,150,45,0,10.0,0.05,0.2,22
128220,-27.0,11,11,150,45,0,10.0,0.05,0.2,22
128250,-21.55,11,11,150,45,0,10.0,0.05,0.2,22
128280,-22.0,11,11,150,45,0,10.0,0.05,0.2,22
128310,-19.675,11,11,150,45,0,10.0,0.05,0.2,22
128340,-6.55,11,11,150,45,0,10.0,0.05,0.2,22
128370,-32.525,11,11,150,45,0,10.0,0.05,0.2,22
128400,-16.975,11,11,150,45,0,10.0,0.05,0.2,22
128430,-9.15,11,11,150,45,0,10.0,0.05,0.2,22
128460,1.775,11,11,150,45,0,10.0,0.05,0.2,22
128490,-35.925,11,11,150,45,0,10.0,0.05,0.2,22
128520,-32.15,11,11,150,45,0,10.0,0.05,0.2,22
128550,-12.05,11,11,150,45,0,10.0,0.05,0.2,22
128580,-41.6,11,11,150,45,0,10.0,0.05,0.2,22
128610,-34.5,11,11,150,45,0,10.0,0.05,0.2,22
128640,-19.4,11,11,150,45,0,10.0,0.05,0.2,22
128670,-30.3,11,11,150,45,0,10.0,0.05,0.2,22
128700,-31.175,11,11,150,45,0,10.0,0.05,0.2,22
128730,-15.425,11,11,150,45,0,10.0,0.05,0.2,22
128760,-24.9,11,11,150,45,0,10.0,0.05,0.2,22
128790,-27.75,11,11,150,45,0,10.0,0.05,0.2,22
128820,-17.425,11,11,150,45,0,10.0,0.05,0.2,22
128850,-41.825,11,11,150,45,0,10.0,0.05,0.2,22
128880,-23.925,11,11,150,45,0,10.0,0.05,0.2,22
128910,-28.0,11,11,150,45,0,10.0,0.05,0.2,22
128940,-30.05,11,11,150,45,0,10.0,0.05,0.2,22
128970,-48.4,11,11,150,45,0,10.0,0.05,0.2,22
129000,-35.475,11,11,150,45,0,10.0,0.05,0.2,22
129030,-17.425,11,11,150,45,0,10.0,0.05,0.2,22
129060,-23.8,11,11,150,45,0,10.0,0.05,0.2,22
129090,-5.625,11,11,150,45,0,10.0,0.05,0.2,22
129120,-37.4,11,11,150,45,0,10.0,0.05,0.2,22
129150,-30.2,11,11,150,45,0,10.0,0.05,0.2,22
129180,-38.05,11,11,150,45,0,10.0,0.05,0.2,22
129210,-29.075,11,11,150,45,0,10.0,0.05,0.2,22
129240,-25.675,11,11,150,45,0,10.0,0.05,0.2,22
129270,-30.875,11,11,150,45,0,10.0,0.05,0.2,22
129300,-13.6,11,11,150,45,0,10.0,0.05,0.2,22
129330,-16.65,11,11,150,45,0,10.0,0.05,0.2,22
129360,-10.15,11,11,150,45,0,10.0,0.05,0.2,22
129390,-12.675,11,11,150,45,0,10.0,0.05,0.2,22
129420,-30.125,11,11,150,45,0,10.0,0.05,0.2,22
129450,-24.075,11,11,150,45,0,10.0,0.05,0.2,22
129480,-25.9,11,11,150,45,0,10.0,0.05,0.2,22
129510,-18.5,11,11,150,45,0,10.0,0.05,0.2,22
129540,-8.325,11,11,150,45,0,10.0,0.05,0.2,22
129570,-16.8,11,11,150,45,0,10.0,0.05,0.2,22
129600,-24.75,11,11,150,45,0,10.0,0.05,0.2,22
129630,-46.6,11,11,150,45,0,10.0,0.05,0.2,22
129660,-29.625,11,11,150,45,0,10.0,0.05,0.2,22
129690,-20.375,11,11,150,45,0,10.0,0.05,0.2,22
129720,-29.625,11,11,150,45,0,10.0,0.05,0.2,22
129750,-15.95,11,11,150,45,0,10.0,0.05,0.2,22
129780,-19.275,11,11,150,45,0,10.0,0.05,0.2,22
129810,-23.575,11,11,150,45,0,10.0,0.05,0.2,22
129840,-30.4,11,11,150,45,0,10.0,0.05,0.2,22
129870,-25.75,11,11,150,45,0,10.0,0.05,0.2,22
129900,-27.75,11,11,150,45,0,10.0,0.05,0.2,22
129930,-16.55,11,11,150,45,0,10.0,0.05,0.2,22
129960,-34.2,11,11,150,45,0,10.0,0.05,0.2,22
129990,-24.925,11,11,150,45,0,10.0,0.05,0.2,22
130020,-32.475,11,11,150,45,0,10.0,0.05,0.2,22
130050,-30.8,11,11,150,45,0,10.0,0.05,0.2,22
130080,-62.075,12,11,150,45,0,10.0,0.05,0.2,22
130110,-6.625,12,11,150,45,0,10.0,0.05,0.2,22
130140,-24.35,12,11,150,45,0,10.0,0.05,0.2,22
130170,-9.725,12,11,150,45,0,10.0,0.05,0.2,22
130200,-3.1,12,11,150,45,0,10.0,0.05,0.2,22
130230,-16.525,12,11,150,45,0,10.0,0.05,0.2,22
130260,-7.975,12,11,150,45,0,10.0,0.05,0.2,22
130290,-21.45,12,11,150,45,0,10.0,0.05,0.2,22
130320,-17.775,12,11,150,45,0,10.0,0.05,0.2,22
130350,-41.675,12,11,150,45,0,10.0,0.05,0.2,22
130380,-38.75,2,11,150,45,0,10.0,0.05,0.2,23
130410,-24.425,9,11,150,45,0,10.0,0.05,0.2,23
130440,-17.75,10,11,150,45,0,10.0,0.05,0.2,23
130470,-6.4,10,11,150,45,0,10.0,0.05,0.2,23
130500,-10.5,10,11,150,45,0,10.0,0.05,0.2,23
130530,-6.975,10,11,150,45,0,10.0,0.05,0.2,23
130560,-12.6,10,11,150,45,0,10.0,0.05,0.2,23
130590,-38.9,10,11,150,45,0,10.0,0.05,0.2,23
130620,-17.1,10,11,150,45,0,10.0,0.05,0.2,23
130650,-10.025,10,11,150,45,0,10.0,0.05,0.2,23
130680,-20.5,10,11,150,45,0,10.0,0.05,0.2,23
130710,-28.85,11,11,150,45,0,10.0,0.05,0.2,23
130740,-21.05,11,11,150,45,0,10.0,0.05,0.2,23
130770,-16.875,11,11,150,45,0,10.0,0.05,0.2,23
130800,-10.625,11,11,150,45,0,10.0,0.05,0.2,23
130830,-31.7,11,11,150,45,0,10.0,0.05,0.2,23
130860,-20.7,11,11,150,45,0,10.0,0.05,0.2,23
130890,-34.175,11,11,150,45,0,10.0,0.05,0.2,23
130920,-28.85,11,11,150,45,0,10.0,0.05,0.2,23
130950,-10.5,11,11,150,45,0,10.0,0.05,0.2,23
130980,-25.4,11,11,150,45,0,10.0,0.05,0.2,23
131010,-17.4,11,11,150,45,0,10.0,0.05,0.2,23
131040,-39.75,11,11,150,45,0,10.0,0.05,0.2,23
131070,-29.0,11,11,150,45,0,10.0,0.05,0.2,23
131100,-19.125,11,11,150,45,0,10.0,0.05,0.2,23
131130,-10.35,11,11,150,45,0,10.0,0.05,0.2,23
131160,-10.7,11,11,150,45,0,10.0,0.05,0.2,23
131190,-24.275,11,11,150,45,0,10.0,0.05,0.2,23
131220,-25.55,11,11,150,45,0,10.0,0.05,0.2,23
131250,-20.05,11,11,150,45,0,10.0,0.05,0.2,23
131280,-25.175,11,11,150,45,0,10.0,0.05,0.2,23
131310,-16.55,11,11,150,45,0,10.0,0.05,0.2,23
131340,-17.325,11,11,150,45,0,10.0,0.05,0.2,23
131370,-17.975,11,11,150,45,0,10.0,0.05,0.2,23
131400,-13.425,13,11,150,45,0,10.0,0.05,0.2,23
131430,-16.8,13,11,150,45,0,10.0,0.05,0.2,23
131460,-64.825,13,11,150,45,0,10.0,0.05,0.2,23
131490,-2.6,13,11,150,45,0,10.0,0.05,0.2,23
131520,-33.85,13,11,150,45,0,10.0,0.05,0.2,23
131550,-24.325,13,11,150,45,0,10.0,0.05,0.2,23
131580,-39.4,13,11,150,45,0,10.0,0.05,0.2,23
131610,-17.75,13,11,150,45,0,10.0,0.05,0.2,23
131640,-43.6,13,11,150,45,0,10.0,0.05,0.2,23
131670,-32.25,13,11,150,45,0,10.0,0.05,0.2,23
131700,-28.925,13,11,150,45,0,10.0,0.05,0.2,23
131730,-10.1,13,11,150,45,0,10.0,0.05,0.2,23
131760,-13.725,13,11,150,45,0,10.0,0.05,0.2,23
131790,-9.875,13,11,150,45,0,10.0,0.05,0.2,23
131820,-42.875,13,11,150,45,0,10.0,0.05,0.2,23
131850,-10.175,13,11,150,45,0,10.0,0.05,0.2,23
131880,-47.65,13,11,150,45,0,10.0,0.05,0.2,23
131910,-22.725,13,11,150,45,0,10.0,0.05,0.2,23
131940,-14.175,13,11,150,45,0,10.0,0.05,0.2,23
131970,-14.275,13,11,150,45,0,10.0,0.05,0.2,23
132000,-19.625,13,11,150,45,0,10.0,0.05,0.2,23
132030,-16.75,13,11,150,45,0,10.0,0.05,0.2,23
132060,-20.95,13,11,150,45,0,10.0,0.05,0.2,23
132090,-14.325,13,11,150,45,0,10.0,0.05,0.2,23
132120,-3.05,13,11,150,45,0,10.0,0.05,0.2,23
132150,-28.075,13,11,150,45,0,10.0,0.05,0.2,23
132180,-15.225,13,11,150,45,0,10.0,0.05,0.2,23
132210,-45.925,13,11,150,45,0,10.0,0.05,0.2,23
132240,-23.0,13,11,150,45,0,10.0,0.05,0.2,23
132270,-14.35,13,11,150,45,0,10.0,0.05,0.2,23
132300,-14.175,13,11,150,45,0,10.0,0.05,0.2,23
132330,-41.8,13,11,150,45,0,10.0,0.05,0.2,23
132360,-24.45,13,11,150,45,0,10.0,0.05,0.2,23
132390,-12.275,13,11,150,45,0,10.0,0.05,0.2,23
132420,-35.3,13,11,150,45,0,10.0,0.05,0.2,23
132450,-27.775,13,11,150,45,0,10.0,0.05,0.2,23
132480,-30.5,13,11,150,45,0,10.0,0.05,0.2,23
132510,-38.3,13,11,150,45,0,10.0,0.05,0.2,23
132540,-2.625,13,11,150,45,0,10.0,0.05,0.2,23
132570,-39.15,13,11,150,45,0,10.0,0.05,0.2,23
132600,-48.175,13,11,150,45,0,10.0,0.05,0.2,23
132630,-14.175,13,11,150,45,0,10.0,0.05,0.2,23
132660,-20.75,13,11,150,45,0,10.0,0.05,0.2,23
132690,-21.2,13,11,150,45,0,10.0,0.05,0.2,23
132720,-42.15,13,11,150,45,0,10.0,0.05,0.2,23
132750,-25.025,13,11,150,45,0,10.0,0.05,0.2,23
132780,-21.675,13,11,150,45,0,10.0,0.05,0.2,23
132810,-29.275,13,11,150,45,0,10.0,0.05,0.2,23
132840,-14.35,13,11,150,45,0,10.0,0.05,0.2,23
132870,-28.875,13,11,150,45,0,10.0,0.05,0.2,23
132900,-60.325,13,11,150,45,0,10.0,0.05,0.2,23
132930,-9.75,13,11,150,45,0,10.0,0.05,0.2,23
132960,-20.7,13,11,150,45,0,10.0,0.05,0.2,23
132990,-44.025,13,11,150,45,0,10.0,0.05,0.2,23
133020,-29.475,13,11,150,45,0,10.0,0.05,0.2,23
133050,-28.725,13,11,150,45,0,10.0,0.05,0.2,23
133080,-2.675,13,11,150,45,0,10.0,0.05,0.2,23
133110,-29.225,13,11,150,45,0,10.0,0.05,0.2,23
133140,-24.875,13,11,150,45,0,10.0,0.05,0.2,23
133170,-16.95,13,11,150,45,0,10.0,0.05,0.2,23
133200,-7.35,13,11,150,45,0,10.0,0.05,0.2,23
133230,-21.775,13,11,150,45,0,10.0,0.05,0.2,23
133260,-19.35,13,11,150,45,0,10.0,0.05,0.2,23
133290,-6.45,13,11,150,45,0,10.0,0.05,0.2,23
133320,-36.225,13,11,150,45,0,10.0,0.05,0.2,23
133350,-24.95,13,11,150,45,0,10.0,0.05,0.2,23
133380,-16.95,13,11,150,45,0,10.0,0.05,0.2,23
133410,-38.15,13,11,150,45,0,10.0,0.05,0.2,23
133440,-21.225,13,11,150,45,0,10.0,0.05,0.2,23
133470,-20.35,13,11,150,45,0,10.0,0.05,0.2,23
133500,-10.525,13,11,150,45,0,10.0,0.05,0.2,23
133530,-17.2,13,11,150,45,0,10.0,0.05,0.2,23
133560,-34.0,13,11,150,45,0,10.0,0.05,0.2,23
133590,-27.375,13,11,150,45,0,10.0,0.05,0.2,23
133620,-28.95,13,11,150,45,0,10.0,0.05,0.2,23
133650,-21.125,13,11,150,45,0,10.0,0.05,0.2,23
133680,-13.725,13,11,150,45,0,10.0,0.05,0.2,23
133710,-38.625,13,11,150,45,0,10.0,0.05,0.2,23
133740,-16.975,13,11,150,45,0,10.0,0.05,0.2,23
133770,-26.975,13,11,150,45,0,10.0,0.05,0.2,23
133800,-6.775,13,11,150,45,0,10.0,0.05,0.2,23
133830,-29.4,13,11,150,45,0,10.0,0.05,0.2,23
133860,-6.375,13,11,150,45,0,10.0,0.05,0.2,23
133890,-21.85,13,11,150,45,0,10.0,0.05,0.2,23
133920,-27.15,13,11,150,45,0,10.0,0.05,0.2,23
133950,-25.3,13,11,150,45,0,10.0,0.05,0.2,23
133980,-61.125,13,11,150,45,0,10.0,0.05,0.2,23
134010,-23.575,13,11,150,45,0,10.0,0.05,0.2,23
134040,-36.95,13,11,150,45,0,10.0,0.05,0.2,23
134070,-9.575,13,11,150,45,0,10.0,0.05,0.2,23
134100,-6.75,13,11,150,45,0,10.0,0.05,0.2,23
134130,-9.9,13,11,150,45,0,10.0,0.05,0.2,23
134160,-21.825,13,11,150,45,0,10.0,0.05,0.2,23
134190,-14.275,13,11,150,45,0,10.0,0.05,0.2,23
134220,-17.3,13,11,150,45,0,10.0,0.05,0.2,23
134250,-29.8,13,11,150,45,0,10.0,0.05,0.2,23
134280,-21.575,13,11,150,45,0,10.0,0.05,0.2,23
134310,-23.4,13,11,150,45,0,10.0,0.05,0.2,23
134340,-17.425,13,11,150,45,0,10.0,0.05,0.2,23
134370,-23.4,13,11,150,45,0,10.0,0.05,0.2,23
134400,-34.225,13,11,150,45,0,10.0,0.05,0.2,23
134430,-21.35,13,11,150,45,0,10.0,0.05,0.2,23
134460,-17.725,13,11,150,45,0,10.0,0.05,0.2,23
134490,-9.25,13,11,150,45,0,10.0,0.05,0.2,23
134520,-33.2,13,11,150,45,0,10.0,0.05,0.2,23
134550,-25.35,13,11,150,45,0,10.0,0.05,0.2,23
134580,-36.875,13,11,150,45,0,10.0,0.05,0.2,23
134610,-14.075,13,11,150,45,0,10.0,0.05,0.2,23
134640,-10.475,13,11,150,45,0,10.0,0.05,0.2,23
134670,-13.775,13,11,150,45,0,10.0,0.05,0.2,23
134700,-29.2,13,11,150,45,0,10.0,0.05,0.2,23
134730,-17.25,13,11,150,45,0,10.0,0.05,0.2,23
134760,-52.65,13,11,150,45,0,10.0,0.05,0.2,23
134790,-20.075,13,11,150,45,0,10.0,0.05,0.2,23
134820,-29.425,13,11,150,45,0,10.0,0.05,0.2,23
134850,-10.475,13,11,150,45,0,10.0,0.05,0.2,23
134880,-21.0,13,11,150,45,0,10.0,0.05,0.2,23
134910,-13.15,13,11,150,45,0,10.0,0.05,0.2,23
134940,-10.15,13,11,150,45,0,10.0,0.05,0.2,23
134970,-18.325,4,11,150,45,0,10.0,0.05,0.2,24
135000,-7.225,4,11,150,45,0,10.0,0.05,0.2,24
135030,-14.35,7,11,150,45,0,10.0,0.05,0.2,24
135060,-7.825,11,11,150,45,0,10.0,0.05,0.2,24
135090,-20.125,11,11,150,45,0,10.0,0.05,0.2,24
135120,-2.925,11,11,150,45,0,10.0,0.05,0.2,24
135150,-3.225,11,11,150,45,0,10.0,0.05,0.2,24
135180,-9.35,12,11,150,45,0,10.0,0.05,0.2,24
135210,-28.25,12,11,150,45,0,10.0,0.05,0.2,24
135240,-6.725,15,11,150,45,0,10.0,0.05,0.2,24
135270,-40.5,15,11,150,45,0,10.0,0.05,0.2,24
135300,-43.05,15,11,150,45,0,10.0,0.05,0.2,24
135330,-29.225,15,11,150,45,0,10.0,0.05,0.2,24
135360,-12.6,16,11,150,45,0,10.0,0.05,0.2,24
135390,-9.65,16,11,150,45,0,10.0,0.05,0.2,24
135420,-25.175,16,11,150,45,0,10.0,0.05,0.2,24
135450,-48.9,16,11,150,45,0,10.0,0.05,0.2,24
135480,-16.3,17,11,150,45,0,10.0,0.05,0.2,24
135510,-12.8,17,11,150,45,0,10.0,0.05,0.2,24
135540,-8.175,17,11,150,45,0,10.0,0.05,0.2,24
135570,-24.375,17,11,150,45,0,10.0,0.05,0.2,24
135600,-13.95,17,11,150,45,0,10.0,0.05,0.2,24
135630,-22.125,17,11,150,45,0,10.0,0.05,0.2,24
135660,-10.025,17,11,150,45,0,10.0,0.05,0.2,24
135660,-29.775,1,11,150,45,0,10.0,0.05,0.2,5
135660,-77.975,2,11,150,45,0,10.0,0.05,0.2,5
135690,-21.575,3,11,150,45,0,10.0,0.05,0.2,6
135720,-13.825,5,11,150,45,0,10.0,0.05,0.2,6
135750,-13.95,5,11,150,45,0,10.0,0.05,0.2,6
135780,-10.0,5,11,150,55,0,10.0,0.05,0.2,6
135810,-24.55,6,11,150,55,0,12.0,0.05,0.2,7
135840,-3.575,1,11,150,55,0,12.0,0.05,0.2,9
135870,-18.15,5,11,150,55,0,12.0,0.05,0.2,9
135900,-35.075,6,11,150,55,0,12.0,0.05,0.2,9
135930,-27.875,3,11,150,55,0,12.0,0.05,0.2,10
135960,-5.275,5,11,150,55,0,12.0,0.05,0.2,10
135990,-17.9,8,11,150,55,0,12.0,0.05,0.2,10
136020,-32.175,8,11,150,55,0,12.0,0.05,0.2,10
136050,-18.225,8,11,150,55,0,12.0,0.05,0.2,10
136080,-38.675,8,11,150,55,0,12.0,0.05,0.2,10
136110,-20.8,8,11,150,55,0,12.0,0.05,0.2,10
136140,-22.9,8,11,150,55,0,12.0,0.05,0.2,10
136170,-14.225,8,11,150,55,0,12.0,0.05,0.2,10
136200,-13.475,8,11,150,55,0,12.0,0.05,0.2,10
136230,-18.675,8,11,150,55,0,12.0,0.05,0.2,10
136260,-17.275,9,11,150,55,0,12.0,0.05,0.2,10
136290,-7.075,6,11,150,55,0,12.0,0.05,0.2,11
136320,1.575,6,11,150,55,0,12.0,0.05,0.2,12
136350,-8.925,7,11,150,55,0,12.0,0.05,0.2,12
136380,-5.325,7,11,150,55,0,12.0,0.05,0.2,12
136410,-17.55,7,11,150,55,0,12.0,0.05,0.2,12
136440,-9.125,9,11,150,55,0,12.0,0.05,0.2,12
136470,-20.025,9,11,150,55,0,12.0,0.05,0.2,12
136500,-42.7,10,11,150,55,0,12.0,0.05,0.2,12
136530,-27.075,11,11,150,55,0,12.0,0.05,0.2,12
136560,-10.05,11,11,150,55,0,12.0,0.05,0.2,12
136590,-30.775,11,11,150,55,0,12.0,0.05,0.2,12
136620,-20.725,11,11,150,55,0,12.0,0.05,0.2,12
136650,-11.45,11,11,150,55,0,12.0,0.05,0.2,12
136680,-10.4,11,11,150,55,0,12.0,0.05,0.2,12
136710,-9.175,11,11,150,55,0,12.0,0.05,0.2,12
136740,-23.85,11,11,150,55,0,12.0,0.05,0.2,12
136770,-10.375,11,11,150,55,0,12.0,0.05,0.2,12
136800,-26.35,11,11,150,55,0,12.0,0.05,0.2,12
136830,-5.075,11,11,150,55,0,12.0,0.05,0.2,12
136860,-30.025,11,11,150,55,0,12.0,0.05,0.2,12
136890,-13.425,11,11,150,55,0,12.0,0.05,0.2,12
136920,-9.225,11,11,150,55,0,12.0,0.05,0.2,12
136950,-10.625,11,11,150,55,0,12.0,0.05,0.2,12
136980,-6.575,11,11,150,55,0,12.0,0.05,0.2,12
137010,-32.225,11,11,150,55,0,12.0,0.05,0.2,12
137040,-37.85,11,11,150,55,0,12.0,0.05,0.2,12
137070,-5.875,11,11,150,55,0,12.0,0.05,0.2,12
137100,-28.525,11,11,150,55,0,12.0,0.05,0.2,12
137130,-20.65,11,11,150,55,0,12.0,0.05,0.2,12
137160,3.05,11,11,150,55,0,12.0,0.05,0.2,12
137190,-28.2,11,11,150,55,0,12.0,0.05,0.2,12
137220,-13.3,11,11,150,55,0,12.0,0.05,0.2,12
137250,-28.5,11,11,150,55,0,12.0,0.05,0.2,12
137280,-33.65,11,11,150,55,0,12.0,0.05,0.2,12
137310,-26.625,11,11,150,55,0,12.0,0.05,0.2,12
137340,-24.95,11,11,150,55,0,12.0,0.05,0.2,12
137370,-6.275,11,11,150,55,0,12.0,0.05,0.2,12
137400,-19.05,11,11,150,55,0,12.0,0.05,0.2,12
137430,-29.65,1,11,150,55,0,12.0,0.05,0.2,13
137460,-29.575,1,11,150,55,0,12.0,0.05,0.2,13
137490,-47.4,4,11,150,55,0,12.0,0.05,0.2,13
137520,-50.15,4,11,150,55,0,12.0,0.05,0.2,13
137550,-31.925,5,11,150,55,0,12.0,0.05,0.2,13
137580,-40.35,5,11,150,55,0,12.0,0.05,0.2,13
137610,-31.95,5,11,150,55,0,12.0,0.05,0.2,13
137640,-22.1,5,11,150,55,0,12.0,0.05,0.2,13
137670,-42.275,5,11,150,55,0,3.0,0.05,0.2,13
137700,-46.375,5,11,150,55,0,3.0,0.05,0.2,13
137730,-43.125,5,11,150,55,0,3.0,0.05,0.2,13
137760,-65.525,5,11,150,55,0,3.0,0.05,0.2,13
137790,-32.15,5,11,150,55,0,3.0,0.05,0.2,13
137820,-17.825,5,11,150,55,0,3.0,0.05,0.2,13
137850,-35.15,5,11,150,55,0,3.0,0.05,0.2,13
137880,-28.65,5,11,150,55,0,3.0,0.05,0.2,13
137910,-46.725,5,11,150,55,0,3.0,0.05,0.2,13
137940,-14.5,5,11,150,55,0,3.0,0.05,0.2,13
137970,-31.35,6,11,150,55,0,3.0,0.05,0.2,13
138000,-24.55,7,11,150,55,0,3.0,0.05,0.2,13
138030,-35.225,7,11,150,55,0,3.0,0.05,0.2,13
138060,-36.25,7,11,150,55,0,3.0,0.05,0.2,13
138090,-10.5,7,11,150,55,0,3.0,0.05,0.2,13
138120,-43.475,7,11,150,55,0,3.0,0.05,0.2,13
138150,-34.35,7,11,150,55,0,3.0,0.05,0.2,13
138180,-37.0,7,11,150,55,0,3.0,0.05,0.2,13
138210,-22.125,7,11,150,55,0,3.0,0.05,0.2,13
138240,-46.3,7,11,150,55,0,3.0,0.05,0.2,13
138270,-14.525,7,11,150,55,0,3.0,0.05,0.2,13
138300,-45.45,7,11,150,55,0,3.0,0.05,0.2,13
138330,-14.525,7,11,150,55,0,3.0,0.05,0.2,13
138360,-29.175,7,11,150,55,0,3.0,0.05,0.2,13
138390,-56.375,7,11,150,55,0,3.0,0.05,0.2,13
138420,-29.275,7,11,150,55,0,5.0,0.05,0.2,13
138450,-21.125,7,11,150,55,0,5.0,0.05,0.2,13
138480,-57.25,7,11,150,55,0,10.0,0.05,0.1,13
138510,-26.625,7,11,150,55,0,10.0,0.05,0.1,13
138540,-28.5,7,11,150,55,0,10.0,0.05,0.1,13
138570,-32.6,7,11,150,55,0,10.0,0.05,0.1,13
138600,-49.275,7,11,150,55,0,10.0,0.05,0.1,13
138630,-29.05,7,11,150,55,0,10.0,0.05,0.1,13
138660,-24.1,7,11,150,55,0,10.0,0.05,0.1,13
138690,-31.8,9,11,150,55,0,10.0,0.05,0.1,13
138720,-18.325,2,11,150,55,0,10.0,0.05,0.1,13
138750,-28.65,5,11,150,55,0,10.0,0.05,0.1,13
138780,-17.775,7,11,150,55,0,10.0,0.05,0.1,13
138810,-21.125,9,11,150,55,0,10.0,0.05,0.1,13
138840,-9.125,10,11,150,55,0,10.0,0.05,0.1,13
138870,-34.425,11,11,150,55,0,10.0,0.05,0.1,13
138900,-13.4,12,11,150,55,0,10.0,0.05,0.1,13
138930,-11.2,12,11,150,55,0,10.0,0.05,0.1,13
138960,-20.7,5,11,150,55,0,10.0,0.05,0.1,14
138990,-6.55,6,11,150,55,0,10.0,0.05,0.1,14
139020,-30.05,7,11,150,55,0,10.0,0.05,0.1,14
139050,-13.375,7,11,150,55,0,10.0,0.05,0.1,14
139080,-21.725,7,11,150,55,0,10.0,0.05,0.1,14
139110,-2.775,7,11,150,55,0,10.0,0.05,0.1,14
139140,-40.7,7,11,150,55,0,10.0,0.05,0.1,14
139170,-19.825,7,11,150,55,0,10.0,0.05,0.1,14
139200,-27.225,7,11,150,55,0,10.0,0.05,0.1,14
139230,-10.175,7,11,150,55,0,10.0,0.05,0.1,14
139260,-17.775,7,11,150,55,0,10.0,0.05,0.1,14
139290,-13.975,7,11,150,55,0,10.0,0.05,0.1,14
139320,-18.475,7,11,150,55,0,10.0,0.05,0.1,14
139350,-31.9,7,11,150,55,0,10.0,0.05,0.1,14
139380,-23.55,7,11,150,55,0,10.0,0.05,0.1,14
139410,-23.475,7,11,150,55,0,10.0,0.05,0.1,14
139440,-31.475,7,11,150,55,0,10.0,0.05,0.1,14
139470,-21.25,7,11,150,55,0,10.0,0.05,0.1,14
139500,-21.375,7,11,150,55,0,10.0,0.05,0.1,14
139530,-17.575,7,11,150,55,0,10.0,0.05,0.1,14
139560,-22.925,7,11,150,55,0,10.0,0.05,0.1,14
139590,-9.85,7,11,150,55,0,10.0,0.05,0.1,14
139620,-25.475,7,11,150,55,0,10.0,0.05,0.1,14
139650,-41.975,7,11,150,55,0,10.0,0.05,0.1,14
139680,-14.275,7,11,150,55,0,10.0,0.05,0.1,14
139710,-16.675,7,11,150,55,0,10.0,0.05,0.1,14
139740,-16.4,7,11,150,55,0,10.0,0.05,0.1,14
139770,-5.85,7,11,150,55,0,10.0,0.05,0.1,14
139800,-19.35,7,11,150,55,0,10.0,0.05,0.1,14
139830,-13.25,7,11,150,55,0,10.0,0.05,0.1,14
139860,-13.7,8,11,150,55,0,10.0,0.05,0.1,14
139890,-13.125,8,11,150,55,0,10.0,0.05,0.1,14
139920,-16.95,8,11,150,55,0,10.0,0.05,0.1,14
139950,-14.05,8,11,150,55,0,10.0,0.05,0.1,14
139980,-17.3,8,11,150,55,0,10.0,0.05,0.1,14
140010,-37.95,8,11,150,55,0,10.0,0.05,0.1,14
140040,-35.825,8,11,150,55,0,10.0,0.05,0.1,14
140070,-13.675,8,11,150,55,0,10.0,0.05,0.1,14
140100,-10.425,8,11,150,55,0,10.0,0.05,0.1,14
140130,-10.55,8,11,150,55,0,10.0,0.05,0.1,14
140160,-13.6,8,11,150,55,0,10.0,0.05,0.1,14
140190,-27.825,8,11,150,55,0,10.0,0.05,0.1,14
140220,-13.35,9,11,150,55,0,10.0,0.05,0.1,14
140250,-31.85,9,11,150,55,0,10.0,0.05,0.1,14
140280,-31.5,9,11,150,55,0,10.0,0.05,0.1,14
